account_id,loan_amount,interest_rate,credit_score,payment_history,balance,region,last_transaction_amount,age,income,account_type,is_anomaly,ai_explanation
572,2269.54,7.29,732,"[0, 0, 0, 0, 1]",1269.54,Manitoba,2797.47,69,77454.19,Personal,0,This record falls within expected operational limits.
573,60600.08,2.7,653,"[1, 0, 0, 0, 0]",59600.08,Quebec,3509.74,47,75572.33,Mortgage,0,This record falls within expected operational limits.
574,59354.64,5.2,601,"[0, 0, 0, 0, 0]",59354.64,Ontario,1950.19,36,76110.88,Mortgage,0,This record falls within expected operational limits.
575,124400.67,3.91,777,"[1, 0, 0, 0, 0]",123400.67,Quebec,1966.2,68,49441.28,Personal,0,This record falls within expected operational limits.
576,127656.84,7.33,582,"[0, 0, 0, 0, 0]",127656.84,Quebec,2399.39,25,82640.65,Personal,0,This record falls within expected operational limits.
577,134773.3,1.88,656,"[0, 0, 0, 0, 0]",134773.3,Alberta,4514.03,63,140217.63,Mortgage,1,"This record shows an unusually high value compared to normal behavior. It exceeds typical operational ranges and falls beyond established thresholds, indicating a potential data integrity or risk concern."
578,44832.42,3.58,590,"[0, 0, 0, 0, 1]",43832.42,Quebec,-370.59,51,89169.24,Mortgage,0,This record falls within expected operational limits.
579,49427.01,7.53,520,"[0, 0, 0, 0, 0]",49427.01,Alberta,3213.28,46,110127.34,Personal,0,This record falls within expected operational limits.
580,29946.3,6.88,718,"[0, 0, 0, 0, 1]",28946.3,Alberta,1737.62,50,146422.88,Business,0,This record falls within expected operational limits.
581,124647.94,2.42,606,"[0, 0, 0, 0, 0]",124647.94,Alberta,1069.42,31,14327.22,Business,0,This record falls within expected operational limits.
582,78847.22,7.01,713,"[0, 0, 0, 1, 0]",77847.22,Quebec,1452.5,26,47130.93,Personal,0,This record falls within expected operational limits.
583,49285.69,4.09,603,"[0, 0, 0, 0, 1]",48285.69,British Columbia,1082.47,65,113381.17,Mortgage,0,This record falls within expected operational limits.
584,83032.47,3.35,637,"[1, 0, 0, 0, 0]",82032.47,Quebec,2992.67,42,87929.31,Business,0,This record falls within expected operational limits.
585,65805.78,8.37,643,"[0, 0, 1, 0, 0]",64805.78,Manitoba,-156.75,60,60170.16,Business,0,This record falls within expected operational limits.
586,93702.6,4.77,784,"[0, 0, 1, 0, 0]",92702.6,Quebec,1929.16,53,90826.65,Mortgage,0,This record falls within expected operational limits.
587,71739.73,3.88,640,"[0, 0, 1, 0, 0]",70739.73,British Columbia,4101.65,24,42044.77,Personal,0,This record falls within expected operational limits.
588,83882.64,4.73,539,"[0, 0, 0, 0, 0]",83882.64,British Columbia,5375.29,54,96867.45,Personal,0,This record falls within expected operational limits.
589,55726.28,6.27,734,"[0, 0, 0, 0, 1]",54726.28,Manitoba,1666.99,21,67767.45,Mortgage,0,This record falls within expected operational limits.
590,167790.85,4.45,576,"[0, 0, 0, 0, 0]",167790.85,British Columbia,130.55,55,122190.83,Mortgage,0,This record falls within expected operational limits.
591,76332.26,5.56,698,"[0, 0, 0, 0, 0]",76332.26,Ontario,5147.39,33,67040.47,Business,0,This record falls within expected operational limits.
592,66635.05,5.27,677,"[0, 0, 0, 0, 1]",65635.05,Alberta,278.53,57,119792.48,Mortgage,0,This record falls within expected operational limits.
593,79048.34,3.78,690,"[0, 0, 0, 0, 0]",79048.34,Manitoba,823.31,28,131721.99,Personal,0,This record falls within expected operational limits.
594,21597.19,4.71,544,"[0, 0, 0, 0, 1]",20597.19,British Columbia,2157.63,36,49965.3,Personal,0,This record falls within expected operational limits.
595,50363.72,5.18,619,"[0, 0, 0, 0, 0]",50363.72,Manitoba,4820.2,28,62523.8,Business,0,This record falls within expected operational limits.
596,120682.06,6.59,702,"[0, 0, 0, 1, 0]",119682.06,Ontario,716.03,51,72208.49,Business,0,This record falls within expected operational limits.
597,41462.04,5.55,738,"[0, 0, 0, 0, 0]",41462.04,Quebec,3028.06,42,72455.05,Mortgage,0,This record falls within expected operational limits.
598,32937.62,3.26,719,"[0, 0, 0, 0, 0]",32937.62,Ontario,2231.49,64,44149.66,Mortgage,0,This record falls within expected operational limits.
599,71784.58,4.99,602,"[0, 0, 1, 1, 0]",69784.58,Ontario,3870.47,68,92975.87,Personal,0,This record falls within expected operational limits.
600,32028.93,5.03,699,"[0, 0, 0, 0, 0]",32028.93,British Columbia,4929.21,61,93148.48,Mortgage,0,This record falls within expected operational limits.
601,83122.41,5.3,711,"[0, 0, 0, 0, 0]",83122.41,Ontario,2854.31,69,92548.9,Business,0,This record falls within expected operational limits.
602,41973.35,4.72,643,"[0, 0, 0, 0, 0]",41973.35,Manitoba,1782.04,37,66760.31,Personal,0,This record falls within expected operational limits.
603,105066.26,6.26,650,"[0, 0, 0, 0, 1]",104066.26,Quebec,973.06,53,26987.3,Business,0,This record falls within expected operational limits.
604,93148.12,6.35,612,"[0, 0, 0, 0, 0]",93148.12,Quebec,2735.16,50,63888.75,Business,0,This record falls within expected operational limits.
605,94766.07,4.81,601,"[0, 0, 0, 0, 0]",94766.07,Quebec,935.15,39,117414.29,Mortgage,0,This record falls within expected operational limits.
606,108109.37,6.14,611,"[0, 0, 0, 1, 0]",107109.37,Ontario,3049.85,65,66832.19,Personal,0,This record falls within expected operational limits.
607,132182.2,5.13,675,"[0, 0, 0, 0, 1]",131182.2,Manitoba,1747.84,45,90624.67,Personal,0,This record falls within expected operational limits.
608,22923.69,1.6,637,"[0, 0, 0, 0, 0]",22923.69,Quebec,3404.98,45,66336.45,Business,0,This record falls within expected operational limits.
609,77918.45,6.85,585,"[0, 0, 0, 0, 1]",76918.45,Quebec,5634.4,26,101270.28,Personal,0,This record falls within expected operational limits.
610,41438.0,5.89,680,"[0, 0, 1, 1, 0]",39438.0,Quebec,1829.22,65,118999.15,Business,0,This record falls within expected operational limits.
611,28687.86,3.8,702,"[0, 0, 0, 1, 0]",27687.86,Ontario,3926.39,61,147867.45,Personal,0,This record falls within expected operational limits.
612,134232.46,6.21,779,"[1, 0, 0, 0, 0]",133232.46,Manitoba,-1909.46,60,50488.82,Mortgage,0,This record falls within expected operational limits.
613,112613.68,5.28,628,"[0, 0, 1, 0, 0]",111613.68,British Columbia,1469.95,69,28179.13,Business,0,This record falls within expected operational limits.
614,37490.11,3.62,617,"[0, 0, 0, 0, 0]",37490.11,Ontario,1039.02,65,65044.04,Mortgage,0,This record falls within expected operational limits.
615,98531.97,4.39,692,"[0, 0, 0, 0, 0]",98531.97,Quebec,547.5,67,51390.76,Personal,0,This record falls within expected operational limits.
616,75567.4,2.96,571,"[0, 0, 1, 0, 1]",73567.4,Ontario,5050.24,22,57559.22,Business,0,This record falls within expected operational limits.
617,-7239.33,5.43,528,"[0, 0, 0, 0, 1]",-8239.33,Manitoba,1368.56,30,119156.44,Mortgage,0,This record falls within expected operational limits.
618,33843.26,4.12,803,"[0, 0, 0, 0, 0]",33843.26,Ontario,1892.78,22,45474.29,Personal,0,This record falls within expected operational limits.
619,111693.15,4.96,688,"[0, 0, 0, 1, 0]",110693.15,Manitoba,2821.03,53,83721.13,Personal,0,This record falls within expected operational limits.
620,106469.93,2.45,532,"[0, 1, 0, 1, 1]",103469.93,Ontario,1933.18,59,144293.67,Mortgage,0,This record falls within expected operational limits.
621,-15565.86,6.8,611,"[1, 0, 0, 0, 1]",-17565.86,British Columbia,760.95,60,94288.53,Business,0,This record falls within expected operational limits.
622,102537.24,4.42,709,"[0, 0, 0, 1, 0]",101537.24,Ontario,2080.94,31,77503.0,Business,0,This record falls within expected operational limits.
623,40041.93,4.52,618,"[0, 0, 0, 0, 0]",40041.93,Manitoba,1534.53,47,39284.11,Personal,0,This record falls within expected operational limits.
624,86027.9,7.66,663,"[0, 0, 0, 0, 0]",86027.9,Quebec,-1567.36,31,64959.01,Business,0,This record falls within expected operational limits.
625,66954.95,4.28,655,"[0, 0, 1, 1, 0]",64954.95,Manitoba,553.73,48,-16578.84,Business,0,This record falls within expected operational limits.
626,24527.82,6.62,583,"[0, 0, 0, 1, 1]",22527.82,British Columbia,1634.9,25,69317.19,Business,0,This record falls within expected operational limits.
627,123692.36,3.72,647,"[0, 0, 0, 0, 0]",123692.36,Ontario,3679.09,30,85860.38,Personal,0,This record falls within expected operational limits.
628,77348.19,9.04,624,"[0, 0, 1, 0, 0]",76348.19,British Columbia,17.56,58,92145.63,Mortgage,0,This record falls within expected operational limits.
629,60049.72,5.47,643,"[0, 0, 0, 0, 0]",60049.72,Alberta,4292.08,24,58484.92,Mortgage,0,This record falls within expected operational limits.
630,77260.13,3.71,675,"[1, 1, 0, 0, 0]",75260.13,Alberta,758.05,58,143123.95,Business,0,This record falls within expected operational limits.
631,82980.64,5.71,562,"[0, 1, 0, 0, 0]",81980.64,Ontario,3185.17,35,38711.2,Business,0,This record falls within expected operational limits.
632,111673.04,6.56,697,"[0, 0, 0, 0, 0]",111673.04,Ontario,2731.61,21,73567.1,Personal,0,This record falls within expected operational limits.
633,65217.65,3.09,698,"[1, 0, 0, 0, 0]",64217.65,Ontario,2141.84,53,85716.78,Business,0,This record falls within expected operational limits.
634,149797.59,4.5,567,"[0, 0, 0, 0, 0]",149797.59,Manitoba,1377.27,35,57473.75,Personal,0,This record falls within expected operational limits.
635,1820.54,5.57,661,"[0, 0, 0, 0, 1]",820.54,Ontario,1208.63,54,88667.08,Personal,0,This record falls within expected operational limits.
636,104016.2,5.44,766,"[0, 0, 0, 0, 1]",103016.2,British Columbia,1014.41,49,64557.68,Mortgage,0,This record falls within expected operational limits.
637,55750.24,2.78,806,"[0, 0, 0, 0, 0]",55750.24,Alberta,4512.25,65,105450.01,Mortgage,0,This record falls within expected operational limits.
638,32817.31,6.63,602,"[0, 0, 0, 1, 0]",31817.31,Ontario,1641.4,29,74884.56,Mortgage,0,This record falls within expected operational limits.
639,69778.05,4.47,806,"[0, 0, 0, 1, 0]",68778.05,Quebec,3127.33,30,68542.97,Business,0,This record falls within expected operational limits.
640,96887.08,5.15,717,"[0, 0, 0, 0, 1]",95887.08,Quebec,2264.55,35,111445.01,Business,0,This record falls within expected operational limits.
641,111451.96,4.68,547,"[0, 0, 0, 0, 0]",111451.96,Quebec,1224.13,41,104999.56,Business,0,This record falls within expected operational limits.
642,-17141.99,5.15,598,"[0, 0, 1, 0, 0]",-18141.99,Quebec,1473.2,21,60782.84,Personal,0,This record falls within expected operational limits.
643,39200.42,5.71,735,"[0, 1, 0, 0, 0]",38200.42,British Columbia,3660.02,60,65839.68,Personal,0,This record falls within expected operational limits.
644,54362.05,6.97,617,"[0, 1, 0, 0, 0]",53362.05,Ontario,3851.4,63,88196.38,Business,0,This record falls within expected operational limits.
645,58317.26,4.8,725,"[1, 0, 0, 0, 0]",57317.26,Ontario,1366.8,29,52556.14,Personal,0,This record falls within expected operational limits.
646,86572.84,9.22,568,"[0, 0, 0, 0, 0]",86572.84,British Columbia,2856.85,52,17963.95,Personal,0,This record falls within expected operational limits.
647,44884.89,3.98,642,"[0, 1, 0, 0, 0]",43884.89,Ontario,4806.11,70,109390.36,Personal,0,This record falls within expected operational limits.
648,78546.81,5.76,649,"[0, 0, 0, 0, 0]",78546.81,Alberta,1641.23,45,47018.64,Mortgage,0,This record falls within expected operational limits.
649,15255.52,3.42,648,"[0, 0, 0, 0, 0]",15255.52,Alberta,217.37,70,72002.24,Business,0,This record falls within expected operational limits.
650,86859.07,8.72,727,"[0, 0, 1, 0, 1]",84859.07,Ontario,739.18,57,100280.03,Personal,0,This record falls within expected operational limits.
651,131293.54,2.78,714,"[0, 0, 1, 0, 0]",130293.54,Ontario,1478.52,50,126652.54,Mortgage,0,This record falls within expected operational limits.
652,73371.96,2.29,698,"[0, 0, 0, 0, 1]",72371.96,Manitoba,1196.67,68,62206.5,Personal,0,This record falls within expected operational limits.
653,96010.34,5.0,647,"[0, 0, 0, 1, 0]",95010.34,Ontario,5131.22,61,39783.35,Personal,0,This record falls within expected operational limits.
654,140933.27,6.17,760,"[0, 0, 0, 0, 0]",140933.27,Alberta,2286.1,24,136791.99,Mortgage,0,This record falls within expected operational limits.
655,114649.79,5.54,807,"[0, 0, 0, 0, 0]",114649.79,Ontario,4294.42,51,70103.73,Business,0,This record falls within expected operational limits.
656,94827.39,7.25,740,"[0, 0, 0, 0, 0]",94827.39,Manitoba,2582.04,30,99014.11,Mortgage,0,This record falls within expected operational limits.
657,75705.87,3.11,589,"[0, 0, 0, 0, 0]",75705.87,Alberta,323.87,45,64340.56,Personal,0,This record falls within expected operational limits.
658,78407.3,5.89,520,"[0, 0, 0, 0, 0]",78407.3,British Columbia,3396.52,68,103639.95,Business,0,This record falls within expected operational limits.
659,65269.43,7.12,655,"[0, 0, 0, 0, 0]",65269.43,Ontario,2423.93,56,136232.66,Personal,0,This record falls within expected operational limits.
660,42923.41,8.98,700,"[0, 0, 0, 0, 0]",42923.41,British Columbia,4370.09,41,100520.69,Mortgage,0,This record falls within expected operational limits.
661,74725.39,6.29,639,"[0, 0, 0, 0, 0]",74725.39,Alberta,2289.62,32,97640.52,Mortgage,0,This record falls within expected operational limits.
662,125193.86,6.37,681,"[0, 0, 0, 1, 0]",124193.86,Manitoba,2072.8,34,33371.57,Business,0,This record falls within expected operational limits.
663,90452.86,5.28,697,"[1, 0, 0, 1, 0]",88452.86,British Columbia,1365.8,64,126037.09,Mortgage,0,This record falls within expected operational limits.
664,126927.83,6.7,654,"[0, 0, 0, 0, 0]",126927.83,Manitoba,251.03,46,-11661.75,Mortgage,0,This record falls within expected operational limits.
665,122841.34,6.36,623,"[0, 0, 0, 0, 0]",122841.34,British Columbia,3862.08,66,161678.36,Mortgage,0,This record falls within expected operational limits.
666,91906.52,1.64,648,"[0, 1, 0, 0, 0]",90906.52,Quebec,1506.31,57,24102.98,Mortgage,0,This record falls within expected operational limits.
667,17508.33,7.92,588,"[0, 1, 0, 0, 0]",16508.33,Alberta,4926.05,40,-12194.19,Business,1,"This record shows an unusually high value compared to normal behavior. It exceeds typical operational ranges and falls beyond established thresholds, indicating a potential data integrity or risk concern."
668,94574.18,5.83,706,"[1, 0, 1, 0, 1]",91574.18,Manitoba,3776.19,64,47003.5,Mortgage,0,This record falls within expected operational limits.
669,28665.93,7.78,502,"[1, 0, 0, 0, 1]",26665.93,Alberta,-380.62,40,107373.17,Mortgage,0,This record falls within expected operational limits.
670,107928.63,5.51,570,"[0, 0, 0, 0, 1]",106928.63,Quebec,3439.84,40,100250.03,Business,0,This record falls within expected operational limits.
671,55812.24,6.57,750,"[1, 0, 0, 1, 0]",53812.24,British Columbia,1713.89,29,87618.95,Mortgage,0,This record falls within expected operational limits.
672,102825.42,6.83,556,"[1, 0, 0, 0, 1]",100825.42,Manitoba,1179.7,34,75742.14,Business,0,This record falls within expected operational limits.
673,50921.85,7.42,717,"[0, 0, 1, 0, 0]",49921.85,British Columbia,1693.53,56,63781.91,Mortgage,0,This record falls within expected operational limits.
674,46773.07,7.61,729,"[1, 0, 1, 0, 0]",44773.07,British Columbia,592.41,70,76205.84,Mortgage,0,This record falls within expected operational limits.
675,95532.63,6.14,725,"[0, 0, 0, 0, 1]",94532.63,Manitoba,3089.35,49,33740.17,Personal,0,This record falls within expected operational limits.
676,91502.25,6.01,662,"[0, 0, 0, 0, 0]",91502.25,Alberta,1227.69,25,95478.01,Business,0,This record falls within expected operational limits.
677,108851.37,3.32,695,"[0, 0, 0, 0, 0]",108851.37,British Columbia,4549.9,42,64256.52,Mortgage,0,This record falls within expected operational limits.
678,48411.2,3.89,662,"[0, 0, 0, 0, 0]",48411.2,Manitoba,2412.48,63,86473.55,Business,0,This record falls within expected operational limits.
679,116969.84,6.81,657,"[0, 0, 0, 0, 0]",116969.84,Alberta,3261.14,25,104630.37,Business,0,This record falls within expected operational limits.
680,97309.46,4.84,567,"[0, 0, 0, 0, 0]",97309.46,British Columbia,600.72,56,157789.14,Personal,0,This record falls within expected operational limits.
681,99169.9,6.13,536,"[0, 0, 0, 0, 0]",99169.9,Manitoba,142.12,37,82097.9,Business,0,This record falls within expected operational limits.
682,50033.12,6.23,647,"[0, 0, 0, 1, 0]",49033.12,Alberta,3923.96,39,124476.19,Business,0,This record falls within expected operational limits.
683,61155.97,7.27,617,"[1, 0, 0, 0, 0]",60155.97,Ontario,657.69,60,106399.26,Business,0,This record falls within expected operational limits.
684,58913.37,6.47,598,"[0, 1, 0, 0, 0]",57913.37,Alberta,4117.81,50,63806.43,Personal,0,This record falls within expected operational limits.
685,95488.85,5.64,701,"[0, 0, 0, 0, 0]",95488.85,Quebec,3027.94,48,97841.48,Mortgage,0,This record falls within expected operational limits.
686,105278.2,5.96,769,"[0, 1, 1, 0, 0]",103278.2,Manitoba,1995.88,34,81903.94,Mortgage,0,This record falls within expected operational limits.
687,76955.57,5.56,726,"[0, 1, 0, 0, 0]",75955.57,Alberta,4169.21,37,116857.21,Personal,0,This record falls within expected operational limits.
688,44718.07,5.61,690,"[0, 0, 0, 0, 0]",44718.07,Ontario,842.38,53,41615.8,Business,0,This record falls within expected operational limits.
689,76166.07,4.3,624,"[0, 0, 0, 0, 0]",76166.07,Manitoba,3566.42,49,31072.45,Business,0,This record falls within expected operational limits.
690,88142.52,5.65,653,"[0, 0, 0, 0, 0]",88142.52,Quebec,129.98,51,84848.79,Mortgage,0,This record falls within expected operational limits.
691,42983.22,5.47,739,"[0, 0, 0, 0, 1]",41983.22,Alberta,-108.16,47,125393.47,Mortgage,0,This record falls within expected operational limits.
692,42389.15,5.23,636,"[0, 0, 0, 0, 0]",42389.15,Alberta,582.06,59,82618.27,Personal,0,This record falls within expected operational limits.
693,58423.02,6.2,662,"[0, 1, 1, 0, 0]",56423.02,Manitoba,-1876.91,42,106781.67,Business,0,This record falls within expected operational limits.
694,89174.27,9.01,715,"[0, 0, 0, 1, 0]",88174.27,British Columbia,5493.51,47,120377.59,Mortgage,0,This record falls within expected operational limits.
695,34844.8,5.24,688,"[0, 0, 0, 1, 0]",33844.8,Quebec,2865.89,35,77010.89,Personal,0,This record falls within expected operational limits.
696,52671.24,3.48,689,"[0, 0, 0, 0, 0]",52671.24,British Columbia,-249.81,61,79052.42,Mortgage,0,This record falls within expected operational limits.
697,149164.39,6.86,751,"[1, 0, 0, 0, 0]",148164.39,Alberta,3589.03,65,99577.59,Business,0,This record falls within expected operational limits.
698,71395.54,4.54,624,"[1, 0, 1, 0, 0]",69395.54,British Columbia,511.86,57,107112.35,Personal,0,This record falls within expected operational limits.
699,23894.91,4.54,710,"[1, 0, 0, 0, 0]",22894.91,British Columbia,-961.3,24,81444.6,Business,0,This record falls within expected operational limits.
700,100825.4,8.16,669,"[0, 1, 0, 0, 0]",99825.4,Quebec,2413.24,37,110517.74,Personal,0,This record falls within expected operational limits.
701,67803.42,5.97,675,"[1, 0, 0, 0, 0]",66803.42,Ontario,2967.93,43,79227.53,Mortgage,0,This record falls within expected operational limits.
702,4807.5,7.22,609,"[0, 0, 1, 0, 0]",3807.5,Quebec,3497.59,70,87506.1,Mortgage,0,This record falls within expected operational limits.
703,54328.35,3.74,659,"[0, 0, 0, 0, 0]",54328.35,Ontario,844.73,22,54850.86,Mortgage,0,This record falls within expected operational limits.
704,75895.88,4.89,575,"[0, 0, 0, 0, 0]",75895.88,Manitoba,4564.75,37,88822.61,Mortgage,0,This record falls within expected operational limits.
705,71139.86,5.03,708,"[0, 0, 0, 0, 0]",71139.86,Quebec,1357.18,70,103247.44,Business,0,This record falls within expected operational limits.
706,128255.1,2.58,667,"[0, 1, 1, 1, 0]",125255.1,Alberta,1438.12,25,75700.75,Business,0,This record falls within expected operational limits.
707,28707.51,2.61,642,"[0, 0, 0, 0, 0]",28707.51,Ontario,1404.09,57,35801.74,Personal,0,This record falls within expected operational limits.
708,47420.32,6.5,591,"[0, 1, 0, 0, 0]",46420.32,Manitoba,364.61,44,23263.18,Business,0,This record falls within expected operational limits.
709,99809.83,7.19,538,"[0, 0, 0, 0, 0]",99809.83,Quebec,1573.48,44,44745.73,Business,0,This record falls within expected operational limits.
710,86832.83,5.5,645,"[0, 0, 0, 0, 0]",86832.83,British Columbia,3600.19,34,67708.8,Business,0,This record falls within expected operational limits.
711,4179.39,5.54,667,"[0, 0, 1, 0, 0]",3179.39,Quebec,3170.17,68,83947.88,Mortgage,0,This record falls within expected operational limits.
712,74311.4,4.96,678,"[0, 1, 0, 0, 0]",73311.4,Ontario,4271.2,48,30382.8,Business,0,This record falls within expected operational limits.
713,126042.7,7.85,635,"[0, 0, 0, 0, 1]",125042.7,Alberta,1934.88,58,130135.75,Personal,0,This record falls within expected operational limits.
714,110207.18,3.94,648,"[0, 0, 0, 0, 0]",110207.18,Ontario,2749.74,65,50065.96,Business,0,This record falls within expected operational limits.
715,37202.69,5.99,603,"[1, 0, 0, 0, 1]",35202.69,Alberta,1598.07,64,86096.42,Mortgage,0,This record falls within expected operational limits.
716,42778.24,5.49,559,"[0, 0, 0, 0, 0]",42778.24,Ontario,1446.09,46,50615.94,Business,0,This record falls within expected operational limits.
717,118762.45,5.08,541,"[0, 1, 0, 1, 0]",116762.45,Quebec,2621.15,56,105664.85,Personal,0,This record falls within expected operational limits.
718,20442.04,6.41,587,"[0, 0, 0, 1, 0]",19442.04,Quebec,2272.0,55,65865.1,Business,0,This record falls within expected operational limits.
719,78725.65,4.5,664,"[0, 0, 0, 0, 0]",78725.65,Quebec,1639.35,28,118106.14,Personal,0,This record falls within expected operational limits.
720,85470.25,6.73,579,"[0, 0, 1, 0, 0]",84470.25,Ontario,2238.02,57,45428.88,Business,0,This record falls within expected operational limits.
721,46270.06,4.44,527,"[0, 0, 1, 0, 0]",45270.06,Quebec,5512.63,24,114062.27,Personal,0,This record falls within expected operational limits.
722,130006.56,5.76,574,"[0, 1, 0, 0, 0]",129006.56,Manitoba,2806.2,48,82777.03,Personal,0,This record falls within expected operational limits.
723,30206.2,5.24,744,"[0, 0, 0, 0, 0]",30206.2,Ontario,1956.4,41,64819.18,Mortgage,0,This record falls within expected operational limits.
724,85931.36,6.67,607,"[0, 0, 0, 1, 0]",84931.36,Ontario,4916.93,24,79929.73,Personal,0,This record falls within expected operational limits.
725,155592.83,5.46,600,"[0, 0, 0, 0, 1]",154592.83,British Columbia,1346.27,65,68721.26,Personal,0,This record falls within expected operational limits.
726,105401.28,6.09,594,"[0, 0, 0, 0, 0]",105401.28,Manitoba,2455.15,37,78074.86,Mortgage,0,This record falls within expected operational limits.
727,28504.96,5.03,785,"[0, 0, 0, 1, 0]",27504.96,Manitoba,1429.64,28,45945.15,Personal,0,This record falls within expected operational limits.
728,79467.08,4.45,697,"[0, 0, 0, 0, 0]",79467.08,Alberta,646.59,41,97478.27,Business,0,This record falls within expected operational limits.
729,111132.33,3.92,605,"[1, 0, 0, 0, 0]",110132.33,Manitoba,3598.48,30,63942.06,Business,0,This record falls within expected operational limits.
730,28892.22,4.89,686,"[0, 0, 1, 0, 1]",26892.22,Quebec,3256.98,40,88166.7,Mortgage,0,This record falls within expected operational limits.
731,69315.47,3.81,704,"[0, 0, 0, 0, 0]",69315.47,Quebec,4644.89,57,76094.2,Personal,0,This record falls within expected operational limits.
732,53242.48,4.51,726,"[0, 0, 0, 0, 0]",53242.48,British Columbia,1086.87,55,66319.15,Mortgage,0,This record falls within expected operational limits.
733,74984.79,8.04,570,"[0, 0, 0, 0, 0]",74984.79,Alberta,3274.56,26,74971.49,Mortgage,0,This record falls within expected operational limits.
734,98965.77,2.07,632,"[0, 0, 0, 0, 1]",97965.77,Manitoba,3914.07,32,79177.94,Personal,0,This record falls within expected operational limits.
735,97325.07,6.05,581,"[0, 0, 0, 0, 0]",97325.07,Ontario,1993.45,61,115780.0,Personal,0,This record falls within expected operational limits.
736,101222.9,5.33,638,"[0, 0, 0, 0, 0]",101222.9,Manitoba,2830.22,25,83196.74,Business,0,This record falls within expected operational limits.
737,119111.22,2.36,681,"[0, 1, 0, 0, 0]",118111.22,Quebec,3308.71,68,61150.23,Mortgage,0,This record falls within expected operational limits.
738,69611.19,3.65,523,"[0, 1, 0, 0, 1]",67611.19,Quebec,3374.11,69,124975.99,Personal,0,This record falls within expected operational limits.
739,71406.64,6.62,612,"[0, 0, 0, 0, 0]",71406.64,Ontario,348.02,61,60022.29,Business,0,This record falls within expected operational limits.
740,50894.19,4.35,685,"[0, 0, 0, 0, 0]",50894.19,Manitoba,3436.16,51,62100.03,Mortgage,0,This record falls within expected operational limits.
741,33867.8,4.43,633,"[0, 0, 0, 1, 0]",32867.8,British Columbia,334.68,42,87650.49,Mortgage,0,This record falls within expected operational limits.
742,88065.8,4.9,618,"[0, 0, 0, 0, 0]",88065.8,Ontario,4693.04,43,36924.1,Mortgage,0,This record falls within expected operational limits.
743,37125.01,10.0,751,"[0, 0, 0, 0, 0]",37125.01,Alberta,4744.68,44,102260.79,Personal,0,This record falls within expected operational limits.
744,61302.55,5.45,656,"[0, 1, 0, 0, 0]",60302.55,British Columbia,317.35,56,61782.99,Business,0,This record falls within expected operational limits.
745,56185.79,4.25,736,"[0, 0, 0, 0, 0]",56185.79,British Columbia,911.41,38,66663.66,Business,0,This record falls within expected operational limits.
746,101750.49,4.83,691,"[0, 0, 0, 0, 0]",101750.49,British Columbia,3190.65,63,60239.85,Business,0,This record falls within expected operational limits.
747,149785.94,7.35,558,"[0, 0, 0, 0, 0]",149785.94,Quebec,1713.12,31,78719.71,Mortgage,0,This record falls within expected operational limits.
748,43298.67,6.3,663,"[0, 0, 0, 0, 1]",42298.67,Alberta,2249.05,61,136176.67,Mortgage,0,This record falls within expected operational limits.
749,110324.13,6.58,635,"[0, 0, 0, 0, 0]",110324.13,Ontario,1954.26,58,50368.64,Personal,0,This record falls within expected operational limits.
750,-241.23,8.18,611,"[0, 0, 0, 0, 1]",-1241.23,British Columbia,3348.46,49,116477.53,Mortgage,0,This record falls within expected operational limits.
751,71278.13,7.75,626,"[0, 0, 0, 0, 0]",71278.13,Ontario,557.54,54,64284.89,Business,0,This record falls within expected operational limits.
752,90471.53,5.89,696,"[0, 0, 0, 1, 0]",89471.53,Alberta,1320.17,28,140927.55,Business,0,This record falls within expected operational limits.
753,79123.44,4.79,616,"[0, 0, 0, 0, 0]",79123.44,Alberta,1265.37,38,89871.07,Business,0,This record falls within expected operational limits.
754,59438.98,4.01,627,"[0, 0, 0, 0, 0]",59438.98,British Columbia,1015.14,67,109097.56,Personal,0,This record falls within expected operational limits.
755,-6077.29,6.64,676,"[0, 0, 0, 0, 0]",-6077.29,Manitoba,168.64,55,158528.59,Personal,1,"This record shows an unusually high value compared to normal behavior. It exceeds typical operational ranges and falls beyond established thresholds, indicating a potential data integrity or risk concern."
756,109009.51,7.43,780,"[0, 0, 0, 1, 0]",108009.51,British Columbia,1830.5,23,58760.69,Mortgage,0,This record falls within expected operational limits.
757,-5324.85,5.46,717,"[1, 1, 0, 0, 0]",-7324.85,Ontario,-540.64,62,58663.19,Mortgage,0,This record falls within expected operational limits.
758,64958.69,6.15,617,"[0, 0, 0, 0, 0]",64958.69,Ontario,3825.84,70,79641.18,Business,0,This record falls within expected operational limits.
759,88728.11,5.26,691,"[1, 0, 0, 0, 1]",86728.11,Ontario,993.94,62,80339.14,Mortgage,0,This record falls within expected operational limits.
760,101250.0,6.25,647,"[1, 0, 1, 0, 0]",99250.0,Ontario,3767.85,57,38344.32,Mortgage,0,This record falls within expected operational limits.
761,65898.75,3.19,615,"[1, 0, 1, 0, 0]",63898.75,Manitoba,2541.33,21,59919.45,Personal,0,This record falls within expected operational limits.
762,66339.72,5.72,582,"[0, 0, 0, 0, 0]",66339.72,Ontario,2240.91,70,75306.34,Personal,0,This record falls within expected operational limits.
763,102370.76,6.14,626,"[1, 0, 0, 0, 0]",101370.76,Ontario,3138.65,34,68727.11,Business,0,This record falls within expected operational limits.
